pos;name;pais1;pais2;num;edad;team_name
Mediocentro;Albert Sambi Lokonga;Bélgica;RD del Congo;6;22/10/1999;hamburger_sv
Mediocentro;Nicolás Capaldo;Argentina;Italia;24;14/09/1998;hamburger_sv
Mediocentro ofensivo;Fábio Vieira;Portugal;;20;30/05/2000;hamburger_sv
Mediocentro ofensivo;Albert Grønbaek;Dinamarca;;23;23/05/2001;hamburger_sv
Mediocentro ofensivo;Omar Megeed;Egipto;Alemania;39;19/08/2005;hamburger_sv
Extremo izquierdo;Philip Otele;Nigeria;;27;15/04/1999;hamburger_sv
Extremo izquierdo;Alexander Røssing-Lelesiit;Noruega;;38;20/01/2007;hamburger_sv
Extremo izquierdo;Jean-Luc Dompé;Francia;Costa de Marfil;7;12/08/1995;hamburger_sv
Extremo izquierdo;Fábio Baldé;Portugal;Alemania;45;20/07/2005;hamburger_sv
Extremo derecho;Rayan Philippe;Francia;;14;23/10/2000;hamburger_sv
Extremo derecho;Bakery Jatta;Gambia;;18;06/06/1998;hamburger_sv
Delantero centro;Damion Downs;Estados Unidos;Alemania;19;06/07/2004;hamburger_sv
Delantero centro;Ransford Königsdörffer;Ghana;Alemania;11;13/09/2001;hamburger_sv
Delantero centro;Otto Stange;Alemania;;49;09/02/2007;hamburger_sv
Delantero centro;Robert Glatzel;Alemania;Eritrea;9;08/01/1994;hamburger_sv
