pos;name;pais1;pais2;num;edad;team_name
Mediocentro;Sekou Djanbou;Malí;Burkina Faso;21;13/09/2004;real_murcia
Mediocentro;Isi Gómez;España;;10;28/10/1995;real_murcia
Mediocentro;Antonio David;España;;16;11/10/2005;real_murcia
Mediocentro ofensivo;João Pedro Palmberg;Brasil;;12;05/02/2003;real_murcia
Mediocentro ofensivo;Sergio Moyita;España;;7;11/09/1992;real_murcia
Mediocentro ofensivo;Juan Carlos Real;España;;22;15/03/1991;real_murcia
Extremo izquierdo;Álvaro Bustos;España;;11;26/06/1995;real_murcia
Extremo izquierdo;Joel Jorquera;España;;19;19/08/2000;real_murcia
Extremo derecho;Pedro Benito;España;Ucrania;9;27/03/2000;real_murcia
Extremo derecho;Víctor Narro;España;;17;27/05/1999;real_murcia
Extremo derecho;Pedro León;España;;14;24/11/1986;real_murcia
Mediapunta;Ekain Zenitagoia;España;;20;29/04/1994;real_murcia
Delantero centro;David Flakus Bosilj;Eslovenia;;23;01/02/2002;real_murcia
Delantero centro;Juanto Ortuño;España;;8;11/02/1992;real_murcia
Portero;Gaizka Ayesa;España;;1;02/04/2001;ad_alcorcon
Portero;Oriol Martí;España;;13;02/02/2000;ad_alcorcon
Defensa central;Jordi Pola;España;;19;12/04/2000;ad_alcorcon
Defensa central;Joan Rojas;España;;4;14/01/2000;ad_alcorcon
Defensa central;Iván Pérez;España;;6;12/04/1993;ad_alcorcon
Lateral izquierdo;Sergio Nieto;España;;3;21/01/1999;ad_alcorcon
Lateral izquierdo;Samu Rodríguez;España;;15;08/12/2004;ad_alcorcon
Lateral derecho;Pol Domingo;España;;2;04/11/1999;ad_alcorcon
Mediocentro;Yael Ballesteros;España;;10;07/01/1998;ad_alcorcon
Mediocentro;Tarsi Aguado;España;;18;16/10/1994;ad_alcorcon
Mediocentro;David Navarro;España;;23;07/02/2003;ad_alcorcon
Mediocentro;Rai Marchán;España;;5;11/08/1993;ad_alcorcon
Mediocentro;Luis Vacas;España;;14;22/06/1999;ad_alcorcon
Mediocentro;Ntji Tounkara;España;Malí;16;10/01/2005;ad_alcorcon
Mediocentro ofensivo;Raúl Blanco;España;;22;31/07/2001;ad_alcorcon
Extremo izquierdo;Omar Ouhdadi;Marruecos;;17;14/03/2000;ad_alcorcon
Extremo izquierdo;Borja Martínez;España;;8;02/03/1994;ad_alcorcon
Delantero centro;Vladyslav Kopotun;Ucrania;;11;21/10/2000;ad_alcorcon
Delantero centro;Esteban Aparicio;España;;7;11/05/2001;ad_alcorcon
Delantero centro;Mariano Carmona;España;;9;20/06/2001;ad_alcorcon
Portero;Samu Pérez;España;;1;26/04/1997;antequera_cf
Portero;Dani Alcover;España;;13;03/04/2004;antequera_cf
Defensa central;Juan Aspra;España;;20;30/07/2002;antequera_cf
Defensa central;Álex Barbu;España;;4;26/05/2001;antequera_cf
Defensa central;Félix Garreta;España;;12;21/04/2004;antequera_cf
Defensa central;Raul Giménez;España;;15;25/09/2003;antequera_cf
Defensa central;Raúl Albentosa;España;;3;07/09/1988;antequera_cf
Lateral izquierdo;Edu Sánchez;España;Cuba;14;21/06/2005;antequera_cf
Lateral izquierdo;Antonio Luna;España;;5;17/03/1991;antequera_cf
Lateral derecho;Javi Antón;España;;2;30/06/2000;antequera_cf
Lateral derecho;Iván Rodríguez;España;;19;30/04/1996;antequera_cf
Mediocentro;Alberto Quintana;España;;22;05/10/2001;antequera_cf
Mediocentro;David Ramos;España;;6;19/08/1997;antequera_cf
Mediocentro;Rafa Diz;España;;23;09/10/2000;antequera_cf
Mediocentro;Dani Clavijo;España;;8;09/10/2003;antequera_cf
Mediocentro ofensivo;Luismi Gutiérrez;España;;10;19/02/1996;antequera_cf
Mediocentro ofensivo;Moha Bassele;Senegal;;18;01/01/2000;antequera_cf
Extremo izquierdo;Moi Parra;España;;17;04/06/2002;antequera_cf
Extremo derecho;Ousama Siddiki;Marruecos;España;11;13/04/1998;antequera_cf
Extremo derecho;Nico Njalla;Camerún;;25;13/04/2003;antequera_cf
Extremo derecho;Jonathan Biabiany;Francia;Guadalupe;7;28/04/1988;antequera_cf
Mediapunta;Adrià Gené;España;;16;26/04/1999;antequera_cf
Delantero centro;Marcelo dos Santos;Brasil;;9;27/07/1997;antequera_cf
Delantero centro;Destiny Ilahude;Nigeria;España;24;06/12/2003;antequera_cf
Delantero centro;Oussama Chit;Marruecos;España;21;05/04/2000;antequera_cf
Portero;Alberto Flores;España;;13;10/11/2003;fc_sevilla_b_atletico_
Portero;Rafa Romero;España;;1;07/08/2003;fc_sevilla_b_atletico_
Portero;Loren Luchino;Argentina;España;25;20/03/2006;fc_sevilla_b_atletico_
Defensa central;Sergio Martínez;España;;19;09/04/2004;fc_sevilla_b_atletico_
Defensa central;Iker Muñoz;España;;4;05/01/2004;fc_sevilla_b_atletico_
Defensa central;Robert Jălade;Rumania;España;14;28/03/2005;fc_sevilla_b_atletico_
Defensa central;Aston da Silva;Luxemburgo;RD del Congo;39;17/05/2006;fc_sevilla_b_atletico_
Lateral izquierdo;David López;España;;3;14/05/2005;fc_sevilla_b_atletico_
Lateral derecho;Valentino Fattore;España;Argentina;20;10/08/2001;fc_sevilla_b_atletico_
Lateral derecho;Alberto Espiñeira;España;;24;02/04/2005;fc_sevilla_b_atletico_
