pos;name;pais1;pais2;num;edad;team_name
Mediocentro;İzzet Çelik;Turquía;;6;20/06/2004;alanyaspor
Mediocentro;Buluthan Bulut;Turquía;;25;21/07/2002;alanyaspor
Interior derecho;Florent Hadergjonaj;Kosovo;Suiza;94;31/07/1994;alanyaspor
Interior derecho;Enes Keskin;Turquía;;8;04/06/2001;alanyaspor
Interior izquierdo;Ruan;Brasil;;11;03/05/2005;alanyaspor
Interior izquierdo;Baran Moğultay;Turquía;Alemania;18;18/05/2004;alanyaspor
Interior izquierdo;Yusuf Özdemir;Turquía;;88;10/01/2001;alanyaspor
Mediocentro ofensivo;Meschack Elia;RD del Congo;;12;06/08/1997;alanyaspor
Mediocentro ofensivo;Ianis Hagi;Rumania;Turquía;14;22/10/1998;alanyaspor
Mediocentro ofensivo;İbrahim Kaya;Turquía;;27;09/03/2001;alanyaspor
Mediocentro ofensivo;Ui-jo Hwang;Corea del Sur;;16;28/08/1992;alanyaspor
Mediocentro ofensivo;Efecan Karaca;Turquía;;7;16/11/1989;alanyaspor
Mediocentro ofensivo;Yusuf Can Karademir;Turquía;;38;04/01/2008;alanyaspor
Delantero centro;Steve Mounié;Benín;Francia;9;29/09/1994;alanyaspor
Delantero centro;Güven Yalçın;Turquía;Alemania;10;18/01/1999;alanyaspor
Portero;Zafer Görgen;Turquía;;20;21/06/2000;gaziantep_fk
Portero;Burak Bozan;Turquía;;71;23/08/2000;gaziantep_fk
Portero;Cemilhan Aslan;Turquía;;81;07/05/2008;gaziantep_fk
Defensa central;Tayyip Talha Sanuç;Turquía;;23;17/12/1999;gaziantep_fk
Defensa central;Nihad Mujakic;Bosnia y Herzegovina;;5;15/04/1998;gaziantep_fk
Defensa central;Arda Kızıldağ;Turquía;;4;15/10/1998;gaziantep_fk
Defensa central;Myenty Abena;Surinam;Países Bajos;14;12/12/1994;gaziantep_fk
Defensa central;Nazım Sangaré;Turquía;Alemania;30;30/05/1994;gaziantep_fk
Lateral izquierdo;Kévin Rodrigues;Portugal;Francia;77;05/03/1994;gaziantep_fk
Lateral derecho;Deian Sorescu;Rumania;;18;29/08/1997;gaziantep_fk
Lateral derecho;Luis Pérez;España;;2;04/02/1995;gaziantep_fk
Lateral derecho;Salem M'Bakata;Francia;RD del Congo;22;19/04/1998;gaziantep_fk
Pivote;Melih Kabasakal;Turquía;;6;18/02/1996;gaziantep_fk
Pivote;Ogün Özçiçek;Turquía;;61;24/01/1999;gaziantep_fk
Mediocentro;Drissa Camara;Costa de Marfil;Italia;3;18/02/2002;gaziantep_fk
Mediocentro;Karamba Gassama;Gambia;;17;02/01/2005;gaziantep_fk
Mediocentro ofensivo;Kacper Kozlowski;Polonia;;10;16/10/2003;gaziantep_fk
Mediocentro ofensivo;Alexandru Maxim;Rumania;;44;08/07/1990;gaziantep_fk
Mediocentro ofensivo;Victor Ntino-Emo Gidado;Nigeria;;8;14/07/2004;gaziantep_fk
Extremo izquierdo;Yusuf Kabadayi;Alemania;Turquía;32;02/02/2004;gaziantep_fk
Extremo izquierdo;Christopher Lungoyi;Suiza;RD del Congo;11;04/07/2000;gaziantep_fk
Extremo izquierdo;Ali Osman Kalın;Turquía;;26;23/03/2008;gaziantep_fk
Extremo derecho;Ali Mevran Ablak;Turquía;;16;27/07/2003;gaziantep_fk
Delantero centro;Mohamed Bayo;Guinea;Francia;9;04/06/1998;gaziantep_fk
Delantero centro;Denis Drăguș;Rumania;;70;06/07/1999;gaziantep_fk
Delantero centro;Muhammet Akmelek;Turquía;;85;06/06/2009;gaziantep_fk
Portero;Bilal Bayazıt;Turquía;Países Bajos;25;08/04/1999;kayserispor
Portero;Deniz Dönmezer;Turquía;;27;21/09/2008;kayserispor
Portero;Onurcan Piri;Turquía;;1;28/09/1994;kayserispor
Defensa central;Semih Güler;Turquía;Alemania;6;30/11/1994;kayserispor
Defensa central;Stefano Denswil;Surinam;Países Bajos;4;07/05/1993;kayserispor
Defensa central;Majid Hosseini;Irán;;5;20/06/1996;kayserispor
Defensa central;Jadel Katongo;Inglaterra;Zambia;2;14/09/2004;kayserispor
Defensa central;Kayra Cihan;Turquía;;38;30/09/2007;kayserispor
Defensa central;Abdulsamet Burak;Turquía;;3;13/05/1996;kayserispor
Lateral izquierdo;Lionel Carole;Francia;Martinica;23;12/04/1991;kayserispor
